city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_type,last_new_job,training_hours,target
0.926,Male,Has relevant experience,Part time course,Graduate,STEM,19,Pvt Ltd,2,64,0.0
0.754,Male,Has relevant experience,No enrollment,Graduate,STEM,5,Pvt Ltd,1,51,0.0
0.855,Female,Has relevant experience,Full time course,Graduate,STEM,6,Pvt Ltd,2,41,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,20,Pvt Ltd,5,150,0.0
0.579,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Pvt Ltd,1,320,0.0
0.897,Male,Has relevant experience,No enrollment,Masters,STEM,7,Unknown,0,20,0.0
0.624,Male,No relevant experience,Full time course,Graduate,Other,4,Pvt Ltd,1,9,1.0
0.804,Male,Has relevant experience,Full time course,Graduate,STEM,9,Pvt Ltd,1,74,0.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,3,Public Sector,1,129,1.0
0.855,Female,Has relevant experience,No enrollment,Masters,STEM,10,Unknown,1,42,0.0
0.913,Unknown,No relevant experience,No enrollment,High School,Other,2,Pvt Ltd,0,58,0.0
0.92,Male,No relevant experience,Full time course,High School,Other,3,Unknown,1,126,1.0
0.92,Unknown,No relevant experience,No enrollment,High School,Other,4,Unknown,1,45,1.0
0.923,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,166,0.0
0.913,Male,Has relevant experience,No enrollment,Graduate,STEM,2,Pvt Ltd,1,110,0.0
0.92,Male,Has relevant experience,Full time course,Graduate,STEM,21,Unknown,1,37,0.0
0.804,Female,Has relevant experience,Part time course,Graduate,STEM,2,Unknown,1,95,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,5,29,1.0
0.926,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,5,31,0.0
0.743,Male,No relevant experience,Full time course,Masters,STEM,11,Pvt Ltd,5,97,0.0
0.926,Male,No relevant experience,No enrollment,Primary School,Other,3,Unknown,0,16,0.0
0.92,Male,No relevant experience,No enrollment,Primary School,Other,4,Unknown,0,14,0.0
0.804,Male,Has relevant experience,No enrollment,Phd,STEM,21,Pvt Ltd,5,206,0.0
0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,2,Funded Startup,1,204,0.0
0.92,Male,Has relevant experience,No enrollment,Masters,STEM,18,Pvt Ltd,2,116,0.0
0.804,Unknown,Has relevant experience,No enrollment,Masters,STEM,16,Pvt Ltd,4,161,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,5,25,1.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,18,Pvt Ltd,5,94,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,15,Pvt Ltd,5,16,0.0
0.698,Male,Has relevant experience,Full time course,Masters,STEM,15,Unknown,1,100,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,20,Pvt Ltd,0,107,0.0
0.769,Male,Has relevant experience,Part time course,Masters,STEM,11,Unknown,1,17,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Pvt Ltd,1,140,0.0
0.939,Male,Has relevant experience,No enrollment,Graduate,Humanities,3,Pvt Ltd,2,75,0.0
0.939,Unknown,Has relevant experience,No enrollment,High School,Other,6,Unknown,1,59,0.0
0.899,Unknown,Has relevant experience,No enrollment,High School,Other,6,Unknown,1,146,0.0
0.865,Unknown,No relevant experience,No enrollment,Graduate,Other,3,Unknown,0,302,0.0
0.855,Female,Has relevant experience,No enrollment,Masters,STEM,9,Pvt Ltd,2,42,1.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,No Major,14,Pvt Ltd,1,131,0.0
0.698,Unknown,Has relevant experience,Part time course,High School,Other,9,Unknown,4,74,0.0
0.91,Female,Has relevant experience,No enrollment,Graduate,STEM,7,Pvt Ltd,1,22,0.0
0.804,Unknown,No relevant experience,No enrollment,Graduate,STEM,3,Unknown,0,53,1.0
0.913,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,5,143,0.0
0.855,Female,Has relevant experience,No enrollment,Graduate,STEM,14,Pvt Ltd,2,72,0.0
0.92,Male,Has relevant experience,No enrollment,High School,Other,11,Pvt Ltd,1,7,0.0
0.897,Male,No relevant experience,Full time course,Graduate,STEM,3,Early Stage Startup,1,182,0.0
0.915,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Pvt Ltd,4,50,0.0
0.887,Male,Has relevant experience,No enrollment,High School,Other,2,Public Sector,1,82,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,2,Pvt Ltd,1,58,0.0
0.924,Unknown,Has relevant experience,No enrollment,Graduate,STEM,9,Pvt Ltd,1,94,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Unknown,2,60,1.0
0.802,Male,Has relevant experience,Full time course,Masters,STEM,5,Pvt Ltd,4,124,0.0
0.6890000000000001,Unknown,No relevant experience,No enrollment,Primary School,Other,2,Unknown,2,46,0.0
0.698,Male,No relevant experience,Full time course,Masters,STEM,3,NGO,2,57,1.0
0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,9,Pvt Ltd,1,17,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,14,Pvt Ltd,5,101,0.0
0.698,Male,No relevant experience,No enrollment,Primary School,Other,3,Pvt Ltd,0,31,0.0
0.897,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,1,36,0.0
0.893,Male,Has relevant experience,Part time course,Graduate,STEM,15,Unknown,4,198,0.0
0.91,Male,No relevant experience,No enrollment,Masters,STEM,5,Pvt Ltd,0,31,0.0
0.55,Unknown,Has relevant experience,No enrollment,Masters,STEM,9,Pvt Ltd,1,12,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Funded Startup,1,31,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,20,Unknown,5,26,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Pvt Ltd,1,55,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,11,Unknown,5,8,1.0
0.91,Male,Has relevant experience,No enrollment,High School,Other,21,Pvt Ltd,5,38,0.0
0.899,Male,Has relevant experience,No enrollment,Graduate,Humanities,16,Unknown,2,8,0.0
0.878,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,3,32,1.0
0.7759999999999999,Male,Has relevant experience,Part time course,Graduate,STEM,18,Funded Startup,5,51,0.0
0.804,Male,Has relevant experience,Full time course,Graduate,STEM,9,Pvt Ltd,2,22,0.0
0.926,Male,Has relevant experience,Full time course,High School,Other,7,Unknown,1,17,0.0
0.91,Male,No relevant experience,No enrollment,Graduate,Other,3,Unknown,0,24,0.0
0.899,Male,Has relevant experience,No enrollment,Graduate,STEM,5,Funded Startup,1,19,0.0
0.624,Male,Has relevant experience,Full time course,Masters,STEM,9,Pvt Ltd,2,46,1.0
0.91,Female,Has relevant experience,No enrollment,Graduate,STEM,13,Pvt Ltd,5,15,0.0
0.92,Male,Has relevant experience,No enrollment,Masters,STEM,21,Unknown,5,23,1.0
0.893,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,38,0.0
0.624,Unknown,No relevant experience,Full time course,Masters,STEM,4,Unknown,0,46,1.0
0.804,Unknown,No relevant experience,Full time course,Graduate,Business Degree,0,Unknown,0,214,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Public Sector,5,52,0.0
0.92,Female,No relevant experience,No enrollment,Graduate,STEM,0,Unknown,0,22,1.0
0.926,Male,Has relevant experience,No enrollment,Masters,STEM,15,Pvt Ltd,2,65,0.0
0.92,Unknown,Has relevant experience,Full time course,Graduate,No Major,14,Pvt Ltd,1,64,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,7,Pvt Ltd,4,86,0.0
0.887,Male,No relevant experience,Full time course,Graduate,STEM,4,Unknown,1,52,1.0
0.897,Unknown,Has relevant experience,No enrollment,Masters,STEM,14,Unknown,5,21,0.0
0.926,Male,No relevant experience,No enrollment,Graduate,STEM,3,Public Sector,1,86,0.0
0.897,Male,No relevant experience,Full time course,Masters,STEM,5,Unknown,4,288,1.0
0.91,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,5,53,0.0
0.939,Male,Has relevant experience,No enrollment,Graduate,STEM,17,Unknown,1,60,0.0
0.91,Male,Has relevant experience,No enrollment,Masters,STEM,18,Unknown,5,178,0.0
0.939,Male,Has relevant experience,No enrollment,Phd,STEM,21,Pvt Ltd,2,166,0.0
0.924,Male,Has relevant experience,No enrollment,Phd,Humanities,21,Unknown,1,62,0.0
0.624,Male,Has relevant experience,Full time course,Graduate,STEM,7,Unknown,1,35,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,17,Pvt Ltd,5,106,0.0
0.836,Male,No relevant experience,No enrollment,Graduate,STEM,6,Pvt Ltd,0,58,0.0
0.698,Male,Has relevant experience,Full time course,Masters,Other,21,Unknown,1,44,1.0
0.91,Male,Has relevant experience,No enrollment,Masters,STEM,6,Funded Startup,1,72,0.0
0.92,Unknown,Has relevant experience,No enrollment,High School,Other,18,Pvt Ltd,1,80,0.0
0.939,Male,Has relevant experience,No enrollment,Masters,STEM,16,NGO,2,166,0.0
0.895,Unknown,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,1,25,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,Business Degree,21,Pvt Ltd,0,109,0.0
0.884,Male,Has relevant experience,No enrollment,Graduate,STEM,1,Early Stage Startup,1,37,0.0
0.55,Unknown,No relevant experience,Full time course,Graduate,STEM,4,Unknown,0,55,1.0
0.92,Male,No relevant experience,No enrollment,Graduate,Other,3,Unknown,0,32,0.0
0.89,Male,No relevant experience,No enrollment,Graduate,STEM,9,Pvt Ltd,3,51,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,16,Funded Startup,1,84,0.0
0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,21,NGO,1,72,0.0
0.887,Male,Has relevant experience,No enrollment,High School,Other,21,Pvt Ltd,1,47,0.0
0.855,Male,No relevant experience,Full time course,Graduate,STEM,12,Unknown,4,47,0.0
0.754,Male,Has relevant experience,No enrollment,High School,Other,6,Funded Startup,2,20,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Unknown,1,198,1.0
0.92,Male,No relevant experience,No enrollment,Graduate,Other,2,Public Sector,1,64,0.0
0.8959999999999999,Male,Has relevant experience,No enrollment,Masters,STEM,15,Pvt Ltd,5,23,1.0
0.884,Male,No relevant experience,Full time course,Masters,STEM,14,Public Sector,3,96,0.0
0.624,Male,No relevant experience,No enrollment,High School,Other,2,Pvt Ltd,0,306,0.0
0.754,Male,Has relevant experience,No enrollment,Graduate,STEM,9,NGO,1,8,0.0
0.762,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,1,48,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Pvt Ltd,1,98,1.0
0.926,Unknown,No relevant experience,No enrollment,Phd,STEM,7,NGO,0,46,0.0
0.92,Male,No relevant experience,Full time course,Graduate,STEM,1,Unknown,1,53,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,Arts,21,Pvt Ltd,1,102,0.0
0.92,Unknown,No relevant experience,Full time course,Graduate,STEM,4,Unknown,1,76,0.0
0.92,Male,No relevant experience,No enrollment,Primary School,Other,1,Unknown,0,43,0.0
0.92,Male,No relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,32,0.0
0.855,Unknown,Has relevant experience,No enrollment,Graduate,STEM,5,Unknown,1,54,0.0
0.767,Unknown,Has relevant experience,Full time course,Masters,STEM,8,Pvt Ltd,1,7,0.0
0.884,Female,Has relevant experience,No enrollment,Masters,STEM,3,Unknown,2,322,1.0
0.847,Unknown,Has relevant experience,No enrollment,Graduate,Other,21,Unknown,0,96,0.0
0.92,Female,Has relevant experience,Full time course,Graduate,STEM,4,Pvt Ltd,1,7,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,16,Pvt Ltd,1,53,0.0
0.855,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Funded Startup,1,161,0.0
0.897,Male,No relevant experience,No enrollment,Masters,STEM,8,Pvt Ltd,1,11,0.0
0.8270000000000001,Unknown,Has relevant experience,No enrollment,Graduate,STEM,9,Public Sector,2,6,0.0
0.624,Male,No relevant experience,Full time course,Graduate,STEM,1,Unknown,1,72,1.0
0.794,Female,Has relevant experience,No enrollment,Masters,Humanities,6,Pvt Ltd,1,182,0.0
0.939,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,67,0.0
0.527,Female,No relevant experience,No enrollment,Graduate,STEM,1,Unknown,1,50,0.0
0.884,Female,No relevant experience,Part time course,Graduate,STEM,5,Pvt Ltd,1,16,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,38,0.0
0.92,Other,Has relevant experience,No enrollment,Graduate,Arts,5,Early Stage Startup,1,98,0.0
0.698,Male,No relevant experience,Part time course,Graduate,STEM,4,Unknown,2,7,1.0
0.92,Male,No relevant experience,Full time course,Graduate,STEM,2,Unknown,1,88,0.0
0.884,Male,Has relevant experience,No enrollment,Masters,STEM,4,Pvt Ltd,2,112,0.0
0.7659999999999999,Other,Has relevant experience,Full time course,Graduate,STEM,15,Unknown,0,30,1.0
0.738,Unknown,Has relevant experience,No enrollment,Graduate,STEM,9,Funded Startup,1,9,0.0
0.855,Other,No relevant experience,Full time course,High School,Other,4,Pvt Ltd,1,36,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,19,Pvt Ltd,4,24,0.0
0.92,Male,Has relevant experience,No enrollment,Masters,Humanities,2,NGO,1,28,0.0
0.878,Male,Has relevant experience,Part time course,Graduate,STEM,10,Public Sector,1,166,0.0
0.624,Male,Has relevant experience,Full time course,Masters,STEM,10,Pvt Ltd,2,61,1.0
0.762,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Public Sector,3,24,0.0
0.91,Male,No relevant experience,Full time course,Graduate,STEM,10,Unknown,1,8,1.0
0.903,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Unknown,1,133,0.0
0.855,Male,Has relevant experience,No enrollment,Graduate,STEM,14,Unknown,5,143,0.0
0.878,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,29,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,7,Pvt Ltd,1,53,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Public Sector,5,11,1.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Unknown,1,7,0.0
0.762,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Pvt Ltd,5,87,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Funded Startup,1,18,0.0
0.8270000000000001,Male,Has relevant experience,No enrollment,Graduate,Arts,9,Pvt Ltd,1,76,1.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Pvt Ltd,1,114,0.0
0.92,Unknown,No relevant experience,Full time course,High School,Other,5,Unknown,1,56,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,7,Unknown,5,30,0.0
0.923,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,80,0.0
0.7759999999999999,Male,Has relevant experience,Full time course,Graduate,STEM,14,Pvt Ltd,0,52,0.0
0.624,Female,Has relevant experience,No enrollment,Graduate,STEM,0,Pvt Ltd,1,13,0.0
0.767,Unknown,Has relevant experience,No enrollment,Graduate,STEM,4,Public Sector,0,42,0.0
0.767,Unknown,Has relevant experience,Part time course,Masters,STEM,6,Pvt Ltd,1,56,1.0
0.624,Male,No relevant experience,No enrollment,Primary School,Other,2,Unknown,0,12,1.0
0.836,Male,Has relevant experience,No enrollment,Masters,Humanities,2,Pvt Ltd,1,36,0.0
0.926,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,5,67,0.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,8,Pvt Ltd,1,13,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Pvt Ltd,1,100,0.0
0.91,Male,Has relevant experience,No enrollment,Phd,STEM,15,Pvt Ltd,1,58,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,7,Pvt Ltd,1,18,1.0
0.624,Unknown,Has relevant experience,No enrollment,Masters,STEM,2,Pvt Ltd,2,90,1.0
0.64,Unknown,No relevant experience,No enrollment,Masters,STEM,6,Unknown,1,59,0.0
0.804,Unknown,Has relevant experience,No enrollment,Masters,STEM,2,Pvt Ltd,2,35,0.0
0.802,Male,Has relevant experience,Full time course,Graduate,STEM,0,Pvt Ltd,2,11,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Unknown,2,15,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,Other,10,Pvt Ltd,5,206,0.0
0.647,Unknown,Has relevant experience,No enrollment,Masters,STEM,9,Pvt Ltd,1,130,0.0
0.92,Unknown,No relevant experience,No enrollment,Graduate,Other,1,Unknown,0,30,0.0
0.939,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,5,88,0.0
0.624,Unknown,No relevant experience,No enrollment,Masters,Business Degree,0,Pvt Ltd,1,18,0.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,8,Pvt Ltd,1,41,0.0
0.926,Male,Has relevant experience,Part time course,Masters,STEM,14,Pvt Ltd,2,16,0.0
0.924,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,95,0.0
0.624,Male,No relevant experience,No enrollment,Graduate,STEM,6,Public Sector,1,53,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,5,220,1.0
0.855,Unknown,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,2,21,0.0
0.795,Male,Has relevant experience,No enrollment,Masters,STEM,21,Public Sector,5,94,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,No Major,17,Pvt Ltd,3,20,0.0
0.5579999999999999,Male,No relevant experience,No enrollment,Graduate,STEM,8,Unknown,0,47,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,2,60,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Pvt Ltd,4,78,1.0
0.92,Unknown,No relevant experience,No enrollment,Graduate,STEM,4,Public Sector,1,5,0.0
0.794,Male,Has relevant experience,No enrollment,Graduate,Other,6,Unknown,1,20,0.0
0.939,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,3,2,0.0
0.794,Female,Has relevant experience,Full time course,Graduate,STEM,9,Pvt Ltd,5,206,0.0
0.855,Male,No relevant experience,No enrollment,High School,Other,12,Unknown,1,90,0.0
0.682,Male,Has relevant experience,No enrollment,Graduate,STEM,12,Pvt Ltd,3,25,0.0
0.624,Male,Has relevant experience,Full time course,Graduate,STEM,5,Pvt Ltd,1,8,1.0
0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Pvt Ltd,2,22,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,Humanities,19,Pvt Ltd,5,90,0.0
0.91,Unknown,Has relevant experience,No enrollment,Graduate,STEM,9,Early Stage Startup,1,56,0.0
0.92,Male,Has relevant experience,Full time course,High School,Other,10,Unknown,2,81,1.0
0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,7,Pvt Ltd,1,120,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Pvt Ltd,0,18,1.0
0.887,Unknown,Has relevant experience,No enrollment,High School,Other,21,Pvt Ltd,0,19,0.0
0.802,Male,Has relevant experience,Full time course,Graduate,STEM,8,Pvt Ltd,2,314,0.0
0.939,Unknown,No relevant experience,No enrollment,Graduate,STEM,21,Unknown,2,15,0.0
0.91,Male,No relevant experience,Full time course,Graduate,STEM,2,Unknown,0,10,0.0
0.754,Unknown,Has relevant experience,Part time course,Graduate,STEM,3,Pvt Ltd,5,39,0.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,8,Unknown,1,25,1.0
0.5579999999999999,Male,No relevant experience,No enrollment,Graduate,STEM,0,Early Stage Startup,1,146,1.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,3,Unknown,1,26,0.0
0.7959999999999999,Male,Has relevant experience,No enrollment,Graduate,STEM,11,Pvt Ltd,5,25,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,50,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Pvt Ltd,5,30,0.0
0.698,Male,Has relevant experience,No enrollment,Graduate,STEM,18,Pvt Ltd,4,39,0.0
0.624,Unknown,No relevant experience,Full time course,High School,Other,0,Unknown,0,56,1.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,3,Unknown,1,82,1.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,7,Pvt Ltd,2,32,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,1,43,1.0
0.55,Male,Has relevant experience,No enrollment,Graduate,Other,15,Pvt Ltd,5,15,1.0
